medicine,description_url,company,company_url,price
XOLIN NASAL,//www.medicineindia.org/medicine-brand-details/16779/xolin-nasal,Zee Laboratories,//www.medicineindia.org/medicine-manufacturing-company/110/zee-laboratories,36.00
X - AIM,//www.medicineindia.org/medicine-brand-details/16769/x-aim,PRG PHARMA,//www.medicineindia.org/medicine-manufacturing-company/281/prg-pharma,28.00
X - AIM,//www.medicineindia.org/medicine-brand-details/16769/x-aim,PRG PHARMA,//www.medicineindia.org/medicine-manufacturing-company/281/prg-pharma,32.00
XCEFT-LB,//www.medicineindia.org/medicine-brand-details/18945/xceft-lb,Alembic Ltd.,//www.medicineindia.org/medicine-manufacturing-company/52/alembic-ltd,39.50
XYMEX.,//www.medicineindia.org/medicine-brand-details/14306/xymex,Medley Pharmaceuticals Pvt. Ltd,//www.medicineindia.org/medicine-manufacturing-company/108/medley-pharmaceuticals-pvt-ltd,27.00
XENEX DROPS,//www.medicineindia.org/medicine-brand-details/17723/xenex-drops,Seagull Labs (I) Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/473/seagull-labs-i-pvt-ltd,16.20
XALATAN,//www.medicineindia.org/medicine-brand-details/15891/xalatan,Pharmacia India (P) Ltd.,//www.medicineindia.org/medicine-manufacturing-company/35/pharmacia-india-p-ltd,1187.68
XENOBID GEL,//www.medicineindia.org/medicine-brand-details/11578/xenobid-gel,Rallis India Ltd.,//www.medicineindia.org/medicine-manufacturing-company/47/rallis-india-ltd,27.00
XTRABAN,//www.medicineindia.org/medicine-brand-details/8346/xtraban,Ranbaxy Laboratories Limited,//www.medicineindia.org/medicine-manufacturing-company/132/ranbaxy-laboratories-limited,3600.00
XYLOCAINE 5% HEAVY,//www.medicineindia.org/medicine-brand-details/301/xylocaine-5-heavy,Astra Zeneca,//www.medicineindia.org/medicine-manufacturing-company/83/astra-zeneca,106.00
XYLOCAINE with ADRENALINE 2%,//www.medicineindia.org/medicine-brand-details/17130/xylocaine-with-adrenaline-2,Astra Zeneca,//www.medicineindia.org/medicine-manufacturing-company/83/astra-zeneca,15.64
XYLOCARD 2%,//www.medicineindia.org/medicine-brand-details/306/xylocard-2,Astra Zeneca,//www.medicineindia.org/medicine-manufacturing-company/83/astra-zeneca,0.00
XSPAS,//www.medicineindia.org/medicine-brand-details/2840/xspas,Neon Laboratories Ltd.,//www.medicineindia.org/medicine-manufacturing-company/50/neon-laboratories-ltd,6.72
XYLOCAINE JELLY,//www.medicineindia.org/medicine-brand-details/302/xylocaine-jelly,Astra Zeneca,//www.medicineindia.org/medicine-manufacturing-company/83/astra-zeneca,43.00
XYCLOX,//www.medicineindia.org/medicine-brand-details/3452/xyclox,Kamron Laboratories Limited,//www.medicineindia.org/medicine-manufacturing-company/295/kamron-laboratories-limited,28.90
XPECT-B,//www.medicineindia.org/medicine-brand-details/10780/xpect-b,Alkem Laboratries Ltd.,//www.medicineindia.org/medicine-manufacturing-company/117/alkem-laboratries-ltd,29.50
XYLOCAINE OINTMENT,//www.medicineindia.org/medicine-brand-details/303/xylocaine-ointment,Astra Zeneca,//www.medicineindia.org/medicine-manufacturing-company/83/astra-zeneca,35.00
XYLOCAINE OINTMENT,//www.medicineindia.org/medicine-brand-details/303/xylocaine-ointment,Astra Zeneca,//www.medicineindia.org/medicine-manufacturing-company/83/astra-zeneca,18.00
XYLOCAINE SPRAY,//www.medicineindia.org/medicine-brand-details/17131/xylocaine-spray,Astra Zeneca,//www.medicineindia.org/medicine-manufacturing-company/83/astra-zeneca,167.00
XL-90,//www.medicineindia.org/medicine-brand-details/10696/xl-90,DWD Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/222/dwd-pharmaceuticals-ltd,26.00
XYLOCAINE VISCOUS,//www.medicineindia.org/medicine-brand-details/305/xylocaine-viscous,Astra Zeneca,//www.medicineindia.org/medicine-manufacturing-company/83/astra-zeneca,29.00
XENITH,//www.medicineindia.org/medicine-brand-details/7181/xenith,Mapra Labs Ltd.,//www.medicineindia.org/medicine-manufacturing-company/340/mapra-labs-ltd,20.00
XENDA,//www.medicineindia.org/medicine-brand-details/7180/xenda,Eros Pharma Ltd. (A div. of Microlabs),//www.medicineindia.org/medicine-manufacturing-company/97/eros-pharma-ltd-a-div-of-microlabs,24.00
XINTOF,//www.medicineindia.org/medicine-brand-details/5079/xintof,Hygeia Pharmaceuticals,//www.medicineindia.org/medicine-manufacturing-company/574/hygeia-pharmaceuticals,34.00
XIM,//www.medicineindia.org/medicine-brand-details/4537/xim,IPCA Laboratories Ltd.,//www.medicineindia.org/medicine-manufacturing-company/156/ipca-laboratories-ltd,55.00
XENEX SYRUP,//www.medicineindia.org/medicine-brand-details/17468/xenex-syrup,Seagull Labs (I) Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/473/seagull-labs-i-pvt-ltd,24.80
XL-90,//www.medicineindia.org/medicine-brand-details/10696/xl-90,DWD Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/222/dwd-pharmaceuticals-ltd,39.00
XL-80,//www.medicineindia.org/medicine-brand-details/10610/xl-80,DWD Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/222/dwd-pharmaceuticals-ltd,39.00
XYMEX SYRUP,//www.medicineindia.org/medicine-brand-details/14273/xymex-syrup,Medley Pharmaceuticals Pvt. Ltd,//www.medicineindia.org/medicine-manufacturing-company/108/medley-pharmaceuticals-pvt-ltd,46.50
XENEX SYRUP,//www.medicineindia.org/medicine-brand-details/17468/xenex-syrup,Seagull Labs (I) Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/473/seagull-labs-i-pvt-ltd,39.50
XYZAL,//www.medicineindia.org/medicine-brand-details/11219/xyzal,Aventis Pharma,//www.medicineindia.org/medicine-manufacturing-company/10/aventis-pharma,49.73
XEROBACT T,//www.medicineindia.org/medicine-brand-details/13824/xerobact-t,Sumac Pharma,//www.medicineindia.org/medicine-manufacturing-company/333/sumac-pharma,10.00
XPAR,//www.medicineindia.org/medicine-brand-details/10857/xpar,Bombay Tablet Mfg. Co. Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/199/bombay-tablet-mfg-co-pvt-ltd,13.00
XYMEX,//www.medicineindia.org/medicine-brand-details/14256/xymex,Medley Pharmaceuticals Pvt. Ltd,//www.medicineindia.org/medicine-manufacturing-company/108/medley-pharmaceuticals-pvt-ltd,13.50
XADOO,//www.medicineindia.org/medicine-brand-details/1735/xadoo,Liva Healthcare Ltd.,//www.medicineindia.org/medicine-manufacturing-company/195/liva-healthcare-ltd,23.90
XOLIDE PLUS,//www.medicineindia.org/medicine-brand-details/924/xolide-plus,QUIXOTIC PHRAMA,//www.medicineindia.org/medicine-manufacturing-company/299/quixotic-phrama,24.00
X-CAL,//www.medicineindia.org/medicine-brand-details/12174/x-cal,Mark Remedies Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/459/mark-remedies-pvt-ltd,33.00
XYFLOX -TZ,//www.medicineindia.org/medicine-brand-details/14044/xyflox-tz,Replica Remedies,//www.medicineindia.org/medicine-manufacturing-company/334/replica-remedies,65.00
XARB-H,//www.medicineindia.org/medicine-brand-details/8135/xarb-h,Nicholas Piramal India Ltd. (NPIL),//www.medicineindia.org/medicine-manufacturing-company/44/nicholas-piramal-india-ltd-npil,79.64
XL-80,//www.medicineindia.org/medicine-brand-details/10610/xl-80,DWD Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/222/dwd-pharmaceuticals-ltd,23.00
XENEDO,//www.medicineindia.org/medicine-brand-details/17768/xenedo,Seagull Labs (I) Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/473/seagull-labs-i-pvt-ltd,0.00
XTRAGESIC-A.F.,//www.medicineindia.org/medicine-brand-details/1253/xtragesic-af,Crosland Research Laboratories,//www.medicineindia.org/medicine-manufacturing-company/371/crosland-research-laboratories,8.50
XEED 2,//www.medicineindia.org/medicine-brand-details/6261/xeed-2,Panacea Biotec Ltd.,//www.medicineindia.org/medicine-manufacturing-company/5/panacea-biotec-ltd,17.94
XEED 3E,//www.medicineindia.org/medicine-brand-details/6288/xeed-3e,Panacea Biotec Ltd.,//www.medicineindia.org/medicine-manufacturing-company/5/panacea-biotec-ltd,23.94
XEED 4,//www.medicineindia.org/medicine-brand-details/6374/xeed-4,Panacea Biotec Ltd.,//www.medicineindia.org/medicine-manufacturing-company/5/panacea-biotec-ltd,29.94
XYCALM,//www.medicineindia.org/medicine-brand-details/9328/xycalm,Innova (IPCA),//www.medicineindia.org/medicine-manufacturing-company/431/innova-ipca,7.60
XYCALM,//www.medicineindia.org/medicine-brand-details/9328/xycalm,Innova (IPCA),//www.medicineindia.org/medicine-manufacturing-company/431/innova-ipca,14.25
XURE,//www.medicineindia.org/medicine-brand-details/11309/xure,Unichem Laboratories Ltd.,//www.medicineindia.org/medicine-manufacturing-company/19/unichem-laboratories-ltd,53.00
XTOR,//www.medicineindia.org/medicine-brand-details/8934/xtor,IPCA Laboratories Ltd.,//www.medicineindia.org/medicine-manufacturing-company/156/ipca-laboratories-ltd,70.00
XET,//www.medicineindia.org/medicine-brand-details/9709/xet,Zydus Neurosciences,//www.medicineindia.org/medicine-manufacturing-company/523/zydus-neurosciences,78.12
XELFLO,//www.medicineindia.org/medicine-brand-details/14469/xelflo,Sun Pharmaceuticals Industries Ltd.,//www.medicineindia.org/medicine-manufacturing-company/34/sun-pharmaceuticals-industries-ltd,82.00
XIFEN,//www.medicineindia.org/medicine-brand-details/15252/xifen,VHB Life Sciences,//www.medicineindia.org/medicine-manufacturing-company/12/vhb-life-sciences,189.50
XADOO 100,//www.medicineindia.org/medicine-brand-details/1642/xadoo-100,Liva Healthcare Ltd.,//www.medicineindia.org/medicine-manufacturing-company/195/liva-healthcare-ltd,16.50
XINTOF,//www.medicineindia.org/medicine-brand-details/5079/xintof,Hygeia Pharmaceuticals,//www.medicineindia.org/medicine-manufacturing-company/574/hygeia-pharmaceuticals,20.00
XOFDIM,//www.medicineindia.org/medicine-brand-details/4118/xofdim,Khandelwal Laboratories Ltd.,//www.medicineindia.org/medicine-manufacturing-company/98/khandelwal-laboratories-ltd,85.00
XIM,//www.medicineindia.org/medicine-brand-details/4537/xim,IPCA Laboratories Ltd.,//www.medicineindia.org/medicine-manufacturing-company/156/ipca-laboratories-ltd,96.00
XENIA,//www.medicineindia.org/medicine-brand-details/8195/xenia,USV-Corvette (A Div of USV Ltd.),//www.medicineindia.org/medicine-manufacturing-company/105/usv-corvette-a-div-of-usv-ltd,10.12
XIBRA,//www.medicineindia.org/medicine-brand-details/2172/xibra,Khandelwal Laboratories Ltd.,//www.medicineindia.org/medicine-manufacturing-company/98/khandelwal-laboratories-ltd,95.00
XARB,//www.medicineindia.org/medicine-brand-details/8099/xarb,Nicholas Piramal India Ltd. (NPIL),//www.medicineindia.org/medicine-manufacturing-company/44/nicholas-piramal-india-ltd-npil,78.56
XETIN-20,//www.medicineindia.org/medicine-brand-details/9597/xetin-20,DYNAMIC LABS,//www.medicineindia.org/medicine-manufacturing-company/351/dynamic-labs,24.00
XIPAMID,//www.medicineindia.org/medicine-brand-details/8215/xipamid,German Remedies Limited,//www.medicineindia.org/medicine-manufacturing-company/307/german-remedies-limited,31.55
XTOR,//www.medicineindia.org/medicine-brand-details/8934/xtor,IPCA Laboratories Ltd.,//www.medicineindia.org/medicine-manufacturing-company/156/ipca-laboratories-ltd,110.00
XET,//www.medicineindia.org/medicine-brand-details/9709/xet,Zydus Neurosciences,//www.medicineindia.org/medicine-manufacturing-company/523/zydus-neurosciences,111.00
XIFEN,//www.medicineindia.org/medicine-brand-details/15252/xifen,VHB Life Sciences,//www.medicineindia.org/medicine-manufacturing-company/12/vhb-life-sciences,313.00
XINTOF,//www.medicineindia.org/medicine-brand-details/5079/xintof,Hygeia Pharmaceuticals,//www.medicineindia.org/medicine-manufacturing-company/574/hygeia-pharmaceuticals,35.00
XEROFLOX,//www.medicineindia.org/medicine-brand-details/5078/xeroflox,ULTRAMARK H.CARE,//www.medicineindia.org/medicine-manufacturing-company/318/ultramark-hcare,45.00
XOGAR,//www.medicineindia.org/medicine-brand-details/5329/xogar,MEXON H. CARE,//www.medicineindia.org/medicine-manufacturing-company/441/mexon-h-care,90.00
XOFDIM,//www.medicineindia.org/medicine-brand-details/4118/xofdim,Khandelwal Laboratories Ltd.,//www.medicineindia.org/medicine-manufacturing-company/98/khandelwal-laboratories-ltd,145.00
XIM,//www.medicineindia.org/medicine-brand-details/4537/xim,IPCA Laboratories Ltd.,//www.medicineindia.org/medicine-manufacturing-company/156/ipca-laboratories-ltd,92.00
XYFLOX,//www.medicineindia.org/medicine-brand-details/5080/xyflox,Replica Remedies,//www.medicineindia.org/medicine-manufacturing-company/334/replica-remedies,35.00
XYM,//www.medicineindia.org/medicine-brand-details/4538/xym,NORDIC PHARMA,//www.medicineindia.org/medicine-manufacturing-company/408/nordic-pharma,144.00
XENIA,//www.medicineindia.org/medicine-brand-details/8195/xenia,USV-Corvette (A Div of USV Ltd.),//www.medicineindia.org/medicine-manufacturing-company/105/usv-corvette-a-div-of-usv-ltd,17.54
XMET,//www.medicineindia.org/medicine-brand-details/14800/xmet,Healtheon (A Div. of Glenmark),//www.medicineindia.org/medicine-manufacturing-company/697/healtheon-a-div-of-glenmark,6.00
XIPRO,//www.medicineindia.org/medicine-brand-details/4854/xipro,Bliss Chemicals & Pharmaceuticals India Ltd.,//www.medicineindia.org/medicine-manufacturing-company/196/bliss-chemicals-pharmaceuticals-india-ltd,30.00
XIBID,//www.medicineindia.org/medicine-brand-details/3992/xibid,RPG Life Sciences Ltd.,//www.medicineindia.org/medicine-manufacturing-company/102/rpg-life-sciences-ltd,104.85
XENOBID,//www.medicineindia.org/medicine-brand-details/1424/xenobid,Rallis India Ltd.,//www.medicineindia.org/medicine-manufacturing-company/47/rallis-india-ltd,36.00
XET,//www.medicineindia.org/medicine-brand-details/9709/xet,Zydus Neurosciences,//www.medicineindia.org/medicine-manufacturing-company/523/zydus-neurosciences,145.03
XARB,//www.medicineindia.org/medicine-brand-details/8099/xarb,Nicholas Piramal India Ltd. (NPIL),//www.medicineindia.org/medicine-manufacturing-company/44/nicholas-piramal-india-ltd-npil,129.65
XET,//www.medicineindia.org/medicine-brand-details/9709/xet,Zydus Neurosciences,//www.medicineindia.org/medicine-manufacturing-company/523/zydus-neurosciences,175.77
XENDA,//www.medicineindia.org/medicine-brand-details/7180/xenda,Eros Pharma Ltd. (A div. of Microlabs),//www.medicineindia.org/medicine-manufacturing-company/97/eros-pharma-ltd-a-div-of-microlabs,14.00
XENITH,//www.medicineindia.org/medicine-brand-details/7181/xenith,Mapra Labs Ltd.,//www.medicineindia.org/medicine-manufacturing-company/340/mapra-labs-ltd,16.00
XINTOF,//www.medicineindia.org/medicine-brand-details/5079/xintof,Hygeia Pharmaceuticals,//www.medicineindia.org/medicine-manufacturing-company/574/hygeia-pharmaceuticals,70.00
XEROWORM - AD,//www.medicineindia.org/medicine-brand-details/7182/xeroworm-ad,ALPHA DRUGS & PHARMA,//www.medicineindia.org/medicine-manufacturing-company/275/alpha-drugs-pharma,90.00
XEVOR,//www.medicineindia.org/medicine-brand-details/11218/xevor,Nicholas Piramal India Ltd. (NPIL),//www.medicineindia.org/medicine-manufacturing-company/44/nicholas-piramal-india-ltd-npil,40.00
XYZAL,//www.medicineindia.org/medicine-brand-details/11219/xyzal,Aventis Pharma,//www.medicineindia.org/medicine-manufacturing-company/10/aventis-pharma,46.14
XSERT,//www.medicineindia.org/medicine-brand-details/9642/xsert,Cadila Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/27/cadila-pharmaceuticals-ltd,26.70
XMET,//www.medicineindia.org/medicine-brand-details/14800/xmet,Healtheon (A Div. of Glenmark),//www.medicineindia.org/medicine-manufacturing-company/697/healtheon-a-div-of-glenmark,11.00
XIPRO,//www.medicineindia.org/medicine-brand-details/4854/xipro,Bliss Chemicals & Pharmaceuticals India Ltd.,//www.medicineindia.org/medicine-manufacturing-company/196/bliss-chemicals-pharmaceuticals-india-ltd,50.00
X-TRAN 500,//www.medicineindia.org/medicine-brand-details/8547/x-tran-500,Intra Labs,//www.medicineindia.org/medicine-manufacturing-company/73/intra-labs,125.00
XAMIC,//www.medicineindia.org/medicine-brand-details/8546/xamic,Torrent Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/112/torrent-pharmaceuticals-ltd,135.00
XABINE,//www.medicineindia.org/medicine-brand-details/18929/xabine,Ranbaxy Laboratories Limited,//www.medicineindia.org/medicine-manufacturing-company/132/ranbaxy-laboratories-limited,1300.00
XIBID,//www.medicineindia.org/medicine-brand-details/3992/xibid,RPG Life Sciences Ltd.,//www.medicineindia.org/medicine-manufacturing-company/102/rpg-life-sciences-ltd,205.33
XIBRA,//www.medicineindia.org/medicine-brand-details/2172/xibra,Khandelwal Laboratories Ltd.,//www.medicineindia.org/medicine-manufacturing-company/98/khandelwal-laboratories-ltd,75.00
XMET,//www.medicineindia.org/medicine-brand-details/14800/xmet,Healtheon (A Div. of Glenmark),//www.medicineindia.org/medicine-manufacturing-company/697/healtheon-a-div-of-glenmark,15.00
XIBRA,//www.medicineindia.org/medicine-brand-details/2172/xibra,Khandelwal Laboratories Ltd.,//www.medicineindia.org/medicine-manufacturing-company/98/khandelwal-laboratories-ltd,85.00
XENAR-CR,//www.medicineindia.org/medicine-brand-details/1423/xenar-cr,Elder Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/88/elder-pharmaceuticals-ltd,40.04
XITHRO,//www.medicineindia.org/medicine-brand-details/5779/xithro,Baroque Pharmaceuticals Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/342/baroque-pharmaceuticals-pvt-ltd,125.00
XTRA-P,//www.medicineindia.org/medicine-brand-details/1736/xtra-p,ELDER H.CARE,//www.medicineindia.org/medicine-manufacturing-company/138/elder-hcare,26.00
XENOTRIL SL,//www.medicineindia.org/medicine-brand-details/9421/xenotril-sl,Glenmark Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/166/glenmark-pharmaceuticals-ltd,12.00
XENOTRIL SL,//www.medicineindia.org/medicine-brand-details/9421/xenotril-sl,Glenmark Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/166/glenmark-pharmaceuticals-ltd,18.00
XENOTRIL SL,//www.medicineindia.org/medicine-brand-details/9421/xenotril-sl,Glenmark Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/166/glenmark-pharmaceuticals-ltd,46.00
XYLOCARD 2%,//www.medicineindia.org/medicine-brand-details/306/xylocard-2,Astra Zeneca,//www.medicineindia.org/medicine-manufacturing-company/83/astra-zeneca,43.00
XONE,//www.medicineindia.org/medicine-brand-details/4294/xone,Alkem Laboratries Ltd.,//www.medicineindia.org/medicine-manufacturing-company/117/alkem-laboratries-ltd,72.00
XTROZ,//www.medicineindia.org/medicine-brand-details/18424/xtroz,Ranbaxy Laboratories Limited,//www.medicineindia.org/medicine-manufacturing-company/132/ranbaxy-laboratories-limited,5700.00
XONE,//www.medicineindia.org/medicine-brand-details/4294/xone,Alkem Laboratries Ltd.,//www.medicineindia.org/medicine-manufacturing-company/117/alkem-laboratries-ltd,21.50
XTUM,//www.medicineindia.org/medicine-brand-details/4312/xtum,Shreya Life Sciences Pvt. Ltd,//www.medicineindia.org/medicine-manufacturing-company/352/shreya-life-sciences-pvt-ltd,127.00
XTROZ,//www.medicineindia.org/medicine-brand-details/18424/xtroz,Ranbaxy Laboratories Limited,//www.medicineindia.org/medicine-manufacturing-company/132/ranbaxy-laboratories-limited,1250.00
XIGRIS,//www.medicineindia.org/medicine-brand-details/17143/xigris,Eli Lilly and Company (India) Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/127/eli-lilly-and-company-india-pvt-ltd,84700.00
XONE,//www.medicineindia.org/medicine-brand-details/4294/xone,Alkem Laboratries Ltd.,//www.medicineindia.org/medicine-manufacturing-company/117/alkem-laboratries-ltd,28.00
XTUM 375,//www.medicineindia.org/medicine-brand-details/4313/xtum-375,Shreya Life Sciences Pvt. Ltd,//www.medicineindia.org/medicine-manufacturing-company/352/shreya-life-sciences-pvt-ltd,42.00
XYLOCAINE TOPICAL,//www.medicineindia.org/medicine-brand-details/304/xylocaine-topical,Astra Zeneca,//www.medicineindia.org/medicine-manufacturing-company/83/astra-zeneca,27.00
XIGRIS,//www.medicineindia.org/medicine-brand-details/17143/xigris,Eli Lilly and Company (India) Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/127/eli-lilly-and-company-india-pvt-ltd,21200.00
XONE,//www.medicineindia.org/medicine-brand-details/4294/xone,Alkem Laboratries Ltd.,//www.medicineindia.org/medicine-manufacturing-company/117/alkem-laboratries-ltd,48.00
XTUM 750,//www.medicineindia.org/medicine-brand-details/4314/xtum-750,Shreya Life Sciences Pvt. Ltd,//www.medicineindia.org/medicine-manufacturing-company/352/shreya-life-sciences-pvt-ltd,74.00
