medicine,description_url,company,company_url,price
HAEMGLOW-Z,//www.medicineindia.org/medicine-brand-details/17953/haemglow-z,Finecure Pharmaceuticals,//www.medicineindia.org/medicine-manufacturing-company/179/finecure-pharmaceuticals,16.80
HEMSYNERAL TD,//www.medicineindia.org/medicine-brand-details/17923/hemsyneral-td,U.S.V Ltd.,//www.medicineindia.org/medicine-manufacturing-company/346/usv-ltd,19.14
HEMEGA TR,//www.medicineindia.org/medicine-brand-details/17916/hemega-tr,Alembic Ltd.,//www.medicineindia.org/medicine-manufacturing-company/52/alembic-ltd,22.00
HAEMARANGE,//www.medicineindia.org/medicine-brand-details/18076/haemarange,Emcure Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/147/emcure-pharmaceuticals-ltd,25.00
HATRIC 2,//www.medicineindia.org/medicine-brand-details/10427/hatric-2,Aristo Pharmaceutical Ltd.,//www.medicineindia.org/medicine-manufacturing-company/45/aristo-pharmaceutical-ltd,27.72
HEAM-F,//www.medicineindia.org/medicine-brand-details/18012/heam-f,Mimec Pharma Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/313/mimec-pharma-pvt-ltd,29.00
HOVITE CAPS,//www.medicineindia.org/medicine-brand-details/17658/hovite-caps,Raptakos Brett & Co. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/46/raptakos-brett-co-ltd,30.00
HVPOCID-DM,//www.medicineindia.org/medicine-brand-details/12668/hvpocid-dm,UDIK PHARMA,//www.medicineindia.org/medicine-manufacturing-company/353/udik-pharma,32.00
HEMGLOB-Z,//www.medicineindia.org/medicine-brand-details/17879/hemglob-z,Stallion Laboratories Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/548/stallion-laboratories-pvt-ltd,35.00
HB-1,//www.medicineindia.org/medicine-brand-details/17850/hb-1,Rhea Pharma Naturals,//www.medicineindia.org/medicine-manufacturing-company/756/rhea-pharma-naturals,35.00
HOMOCHECK,//www.medicineindia.org/medicine-brand-details/21669/homocheck,Alkem Laboratries Ltd.,//www.medicineindia.org/medicine-manufacturing-company/117/alkem-laboratries-ltd,35.35
HEMFER,//www.medicineindia.org/medicine-brand-details/17938/hemfer,Alkem Laboratries Ltd.,//www.medicineindia.org/medicine-manufacturing-company/117/alkem-laboratries-ltd,35.50
HOMOXID,//www.medicineindia.org/medicine-brand-details/18241/homoxid,Anglo- French Drugs & Industries Ltd.,//www.medicineindia.org/medicine-manufacturing-company/169/anglo-french-drugs-industries-ltd,39.00
HOPACE AM 2.5,//www.medicineindia.org/medicine-brand-details/7928/hopace-am-25,Cardicare (A div. of Microlabs),//www.medicineindia.org/medicine-manufacturing-company/115/cardicare-a-div-of-microlabs,43.00
HIGADO,//www.medicineindia.org/medicine-brand-details/14318/higado,Salud Care (I) Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/412/salud-care-i-pvt-ltd,43.95
HEMCAP,//www.medicineindia.org/medicine-brand-details/17830/hemcap,Mark Remedies Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/459/mark-remedies-pvt-ltd,45.00
HELIRAB-D,//www.medicineindia.org/medicine-brand-details/13136/helirab-d,Micro Labs Ltd.,//www.medicineindia.org/medicine-manufacturing-company/202/micro-labs-ltd,45.00
HAEMINEX.,//www.medicineindia.org/medicine-brand-details/18077/haeminex,Eden Healthcare,//www.medicineindia.org/medicine-manufacturing-company/262/eden-healthcare,45.00
HOCID-D,//www.medicineindia.org/medicine-brand-details/12667/hocid-d,SAVOY BIOTECH,//www.medicineindia.org/medicine-manufacturing-company/284/savoy-biotech,47.00
HOPACE-H,//www.medicineindia.org/medicine-brand-details/7963/hopace-h,Cardicare (A div. of Microlabs),//www.medicineindia.org/medicine-manufacturing-company/115/cardicare-a-div-of-microlabs,48.00
HOPACE AM 5,//www.medicineindia.org/medicine-brand-details/7929/hopace-am-5,Cardicare (A div. of Microlabs),//www.medicineindia.org/medicine-manufacturing-company/115/cardicare-a-div-of-microlabs,52.00
HOPACE-H,//www.medicineindia.org/medicine-brand-details/7963/hopace-h,Cardicare (A div. of Microlabs),//www.medicineindia.org/medicine-manufacturing-company/115/cardicare-a-div-of-microlabs,72.80
HAPPI M,//www.medicineindia.org/medicine-brand-details/21580/happi-m,German Remedies Limited,//www.medicineindia.org/medicine-manufacturing-company/307/german-remedies-limited,74.43
HIGADO-L,//www.medicineindia.org/medicine-brand-details/14320/higado-l,Salud Care (I) Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/412/salud-care-i-pvt-ltd,79.50
HIGADO PLUS,//www.medicineindia.org/medicine-brand-details/14319/higado-plus,Salud Care (I) Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/412/salud-care-i-pvt-ltd,79.50
HAPPI-D,//www.medicineindia.org/medicine-brand-details/21581/happi-d,German Remedies Limited,//www.medicineindia.org/medicine-manufacturing-company/307/german-remedies-limited,88.80
HOSIT PLUS,//www.medicineindia.org/medicine-brand-details/21659/hosit-plus,Emcure Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/147/emcure-pharmaceuticals-ltd,96.05
HILIN GM,//www.medicineindia.org/medicine-brand-details/21637/hilin-gm,Dr. Reddy`s Laboratories Ltd.,//www.medicineindia.org/medicine-manufacturing-company/42/dr-reddys-laboratories-ltd,100.00
HAPPI IT,//www.medicineindia.org/medicine-brand-details/21579/happi-it,German Remedies Limited,//www.medicineindia.org/medicine-manufacturing-company/307/german-remedies-limited,121.80
HEALTHERIES OMEGA-3 NATURAL FISH OIL CAP,//www.medicineindia.org/medicine-brand-details/21592/healtheries-omega-3-natural-fish-oil-cap,Perma Healthcare,//www.medicineindia.org/medicine-manufacturing-company/992/perma-healthcare,0.00
HEMOBION,//www.medicineindia.org/medicine-brand-details/21593/hemobion,E.Merck (India) Ltd.,//www.medicineindia.org/medicine-manufacturing-company/119/emerck-india-ltd,0.00
HAEM UP GEMS,//www.medicineindia.org/medicine-brand-details/18028/haem-up-gems,Cadila Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/27/cadila-pharmaceuticals-ltd,105.49
HEMATRINE,//www.medicineindia.org/medicine-brand-details/17997/hematrine,Novartis,//www.medicineindia.org/medicine-manufacturing-company/80/novartis,315.00
HEXIMOX,//www.medicineindia.org/medicine-brand-details/3331/heximox,Bombay Tablet Mfg. Co. Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/199/bombay-tablet-mfg-co-pvt-ltd,84.50
HEMSI,//www.medicineindia.org/medicine-brand-details/18040/hemsi,Serum International Ltd.,//www.medicineindia.org/medicine-manufacturing-company/479/serum-international-ltd,31.50
HEMOGOLD,//www.medicineindia.org/medicine-brand-details/21594/hemogold,Srushti Pharmaceuticals,//www.medicineindia.org/medicine-manufacturing-company/993/srushti-pharmaceuticals,0.00
HEPP FORTE,//www.medicineindia.org/medicine-brand-details/18030/hepp-forte,Lupin Laboratories Ltd.,//www.medicineindia.org/medicine-manufacturing-company/95/lupin-laboratories-ltd,34.97
HAEMATINGA,//www.medicineindia.org/medicine-brand-details/17922/haematinga,Inga Pharmaceuticals Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/91/inga-pharmaceuticals-pvt-ltd,36.00
HEPATOGLOBINE CAPS,//www.medicineindia.org/medicine-brand-details/17926/hepatoglobine-caps,Raptakos Brett & Co. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/46/raptakos-brett-co-ltd,45.00
HAEM UP GEMS,//www.medicineindia.org/medicine-brand-details/18028/haem-up-gems,Cadila Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/27/cadila-pharmaceuticals-ltd,46.00
HOPECARD- AM,//www.medicineindia.org/medicine-brand-details/7930/hopecard-am,Aristo Pharmaceutical Ltd.,//www.medicineindia.org/medicine-manufacturing-company/45/aristo-pharmaceutical-ltd,36.00
HEMFAST,//www.medicineindia.org/medicine-brand-details/18029/hemfast,Sarabhai Chemicals,//www.medicineindia.org/medicine-manufacturing-company/113/sarabhai-chemicals,5.57
HYCIBEX CAP,//www.medicineindia.org/medicine-brand-details/17501/hycibex-cap,Pharmed Limited,//www.medicineindia.org/medicine-manufacturing-company/197/pharmed-limited,10.20
HYCIBEX-Z,//www.medicineindia.org/medicine-brand-details/17761/hycibex-z,Pharmed Limited,//www.medicineindia.org/medicine-manufacturing-company/197/pharmed-limited,11.70
HIPENOX,//www.medicineindia.org/medicine-brand-details/3421/hipenox,Zydus Cadila,//www.medicineindia.org/medicine-manufacturing-company/26/zydus-cadila,25.06
Hb-RICH 300,//www.medicineindia.org/medicine-brand-details/18000/hb-rich-300,Merind Limited,//www.medicineindia.org/medicine-manufacturing-company/72/merind-limited,29.00
HOPECARD,//www.medicineindia.org/medicine-brand-details/7878/hopecard,Aristo Pharmaceutical Ltd.,//www.medicineindia.org/medicine-manufacturing-company/45/aristo-pharmaceutical-ltd,17.00
HOPACE,//www.medicineindia.org/medicine-brand-details/7877/hopace,Cardicare (A div. of Microlabs),//www.medicineindia.org/medicine-manufacturing-company/115/cardicare-a-div-of-microlabs,32.50
HYPNOTEX,//www.medicineindia.org/medicine-brand-details/9117/hypnotex,PCI Pharmaceuticals,//www.medicineindia.org/medicine-manufacturing-company/398/pci-pharmaceuticals,9.90
HYTROL am 10,//www.medicineindia.org/medicine-brand-details/7826/hytrol-am-10,Sun Pharmaceuticals Industries Ltd.,//www.medicineindia.org/medicine-manufacturing-company/34/sun-pharmaceuticals-industries-ltd,39.30
HOPACE,//www.medicineindia.org/medicine-brand-details/7877/hopace,Cardicare (A div. of Microlabs),//www.medicineindia.org/medicine-manufacturing-company/115/cardicare-a-div-of-microlabs,93.00
HOPECARD,//www.medicineindia.org/medicine-brand-details/7878/hopecard,Aristo Pharmaceutical Ltd.,//www.medicineindia.org/medicine-manufacturing-company/45/aristo-pharmaceutical-ltd,94.00
HER-NMP,//www.medicineindia.org/medicine-brand-details/21603/her-nmp,Torrent Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/112/torrent-pharmaceuticals-ltd,0.00
HANSEPRAN,//www.medicineindia.org/medicine-brand-details/6431/hansepran,Nicholas Piramal India Ltd. (NPIL),//www.medicineindia.org/medicine-manufacturing-company/44/nicholas-piramal-india-ltd-npil,26.29
HOPECARD,//www.medicineindia.org/medicine-brand-details/7878/hopecard,Aristo Pharmaceutical Ltd.,//www.medicineindia.org/medicine-manufacturing-company/45/aristo-pharmaceutical-ltd,32.00
HOPACE,//www.medicineindia.org/medicine-brand-details/7877/hopace,Cardicare (A div. of Microlabs),//www.medicineindia.org/medicine-manufacturing-company/115/cardicare-a-div-of-microlabs,58.00
HIZAC,//www.medicineindia.org/medicine-brand-details/9582/hizac,Hiral Labs Ltd.,//www.medicineindia.org/medicine-manufacturing-company/366/hiral-labs-ltd,26.00
HYPOCID,//www.medicineindia.org/medicine-brand-details/12524/hypocid,UDIK PHARMA,//www.medicineindia.org/medicine-manufacturing-company/353/udik-pharma,28.00
HOCID,//www.medicineindia.org/medicine-brand-details/12523/hocid,SAVOY BIOTECH,//www.medicineindia.org/medicine-manufacturing-company/284/savoy-biotech,39.00
HER-NMP,//www.medicineindia.org/medicine-brand-details/21603/her-nmp,Torrent Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/112/torrent-pharmaceuticals-ltd,0.00
HOSTACYCLINE,//www.medicineindia.org/medicine-brand-details/5863/hostacycline,Aventis Pharma,//www.medicineindia.org/medicine-manufacturing-company/10/aventis-pharma,12.00
HYCIMOX,//www.medicineindia.org/medicine-brand-details/3248/hycimox,Pharmed Limited,//www.medicineindia.org/medicine-manufacturing-company/197/pharmed-limited,35.50
HIPEN P,//www.medicineindia.org/medicine-brand-details/21638/hipen-p,Cadila Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/27/cadila-pharmaceuticals-ltd,36.00
HIPEN,//www.medicineindia.org/medicine-brand-details/3247/hipen,Zydus Cadila,//www.medicineindia.org/medicine-manufacturing-company/26/zydus-cadila,41.26
HALCLOR,//www.medicineindia.org/medicine-brand-details/4010/halclor,Hindustan Antibiotics Ltd.,//www.medicineindia.org/medicine-manufacturing-company/100/hindustan-antibiotics-ltd,205.00
HYPNOTEX,//www.medicineindia.org/medicine-brand-details/9117/hypnotex,PCI Pharmaceuticals,//www.medicineindia.org/medicine-manufacturing-company/398/pci-pharmaceuticals,7.31
HYPNONEX,//www.medicineindia.org/medicine-brand-details/9115/hypnonex,NEXUS (INDIA),//www.medicineindia.org/medicine-manufacturing-company/543/nexus-india,8.00
HYTROL am 5,//www.medicineindia.org/medicine-brand-details/7827/hytrol-am-5,Sun Pharmaceuticals Industries Ltd.,//www.medicineindia.org/medicine-manufacturing-company/34/sun-pharmaceuticals-industries-ltd,28.00
HOPECARD,//www.medicineindia.org/medicine-brand-details/7878/hopecard,Aristo Pharmaceutical Ltd.,//www.medicineindia.org/medicine-manufacturing-company/45/aristo-pharmaceutical-ltd,58.00
HOPACE,//www.medicineindia.org/medicine-brand-details/7877/hopace,Cardicare (A div. of Microlabs),//www.medicineindia.org/medicine-manufacturing-company/115/cardicare-a-div-of-microlabs,88.00
HANSEPRAN,//www.medicineindia.org/medicine-brand-details/6431/hansepran,Nicholas Piramal India Ltd. (NPIL),//www.medicineindia.org/medicine-manufacturing-company/44/nicholas-piramal-india-ltd-npil,12.65
HILIN,//www.medicineindia.org/medicine-brand-details/11364/hilin,Dr. Reddy`s Laboratories Ltd.,//www.medicineindia.org/medicine-manufacturing-company/42/dr-reddys-laboratories-ltd,125.00
HIPEN P,//www.medicineindia.org/medicine-brand-details/21638/hipen-p,Cadila Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/27/cadila-pharmaceuticals-ltd,0.00
HOSTACYCLINE,//www.medicineindia.org/medicine-brand-details/5863/hostacycline,Aventis Pharma,//www.medicineindia.org/medicine-manufacturing-company/10/aventis-pharma,23.00
HYCIMOX,//www.medicineindia.org/medicine-brand-details/3248/hycimox,Pharmed Limited,//www.medicineindia.org/medicine-manufacturing-company/197/pharmed-limited,57.50
HIPEN,//www.medicineindia.org/medicine-brand-details/3247/hipen,Zydus Cadila,//www.medicineindia.org/medicine-manufacturing-company/26/zydus-cadila,69.04
HONDREA,//www.medicineindia.org/medicine-brand-details/17023/hondrea,Cytomed (Alkem Laboratories Ltd.),//www.medicineindia.org/medicine-manufacturing-company/667/cytomed-alkem-laboratories-ltd,140.00
HYTAS,//www.medicineindia.org/medicine-brand-details/17025/hytas,Novatech,//www.medicineindia.org/medicine-manufacturing-company/751/novatech,145.00
HYDAB,//www.medicineindia.org/medicine-brand-details/17024/hydab,Dabur Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/237/dabur-pharmaceuticals-ltd,145.00
HYDROX,//www.medicineindia.org/medicine-brand-details/3816/hydrox,WINSOME LAB,//www.medicineindia.org/medicine-manufacturing-company/271/winsome-lab,44.00
HYTROL am 7.5,//www.medicineindia.org/medicine-brand-details/7828/hytrol-am-75,Sun Pharmaceuticals Industries Ltd.,//www.medicineindia.org/medicine-manufacturing-company/34/sun-pharmaceuticals-industries-ltd,29.00
HUMALOG MIX 25,//www.medicineindia.org/medicine-brand-details/21665/humalog-mix-25,Eli Lilly and Company (India) Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/127/eli-lilly-and-company-india-pvt-ltd,0.00
HUMALOG MIX 50,//www.medicineindia.org/medicine-brand-details/21666/humalog-mix-50,Eli Lilly and Company (India) Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/127/eli-lilly-and-company-india-pvt-ltd,2040.00
HUMINSULIN-R,//www.medicineindia.org/medicine-brand-details/15154/huminsulin-r,Eli Lilly and Company (India) Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/127/eli-lilly-and-company-india-pvt-ltd,1044.00
HUMINSULIN 30:70,//www.medicineindia.org/medicine-brand-details/15187/huminsulin-3070,Eli Lilly and Company (India) Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/127/eli-lilly-and-company-india-pvt-ltd,1044.00
HUMINSULIN-N,//www.medicineindia.org/medicine-brand-details/15164/huminsulin-n,Eli Lilly and Company (India) Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/127/eli-lilly-and-company-india-pvt-ltd,1087.50
HUMALOG,//www.medicineindia.org/medicine-brand-details/15202/humalog,Eli Lilly and Company (India) Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/127/eli-lilly-and-company-india-pvt-ltd,1920.00
HUMATROPE 18,//www.medicineindia.org/medicine-brand-details/15502/humatrope-18,Eli Lilly and Company (India) Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/127/eli-lilly-and-company-india-pvt-ltd,7500.00
HUMATROPE 36,//www.medicineindia.org/medicine-brand-details/15503/humatrope-36,Eli Lilly and Company (India) Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/127/eli-lilly-and-company-india-pvt-ltd,15000.00
HUMINSULIN 30:70,//www.medicineindia.org/medicine-brand-details/15187/huminsulin-3070,Eli Lilly and Company (India) Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/127/eli-lilly-and-company-india-pvt-ltd,147.00
HELIGO,//www.medicineindia.org/medicine-brand-details/13192/heligo,Intas Pharmaceuticals Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/17/intas-pharmaceuticals-pvt-ltd,63.25
HALODERM,//www.medicineindia.org/medicine-brand-details/21574/haloderm,Micro Labs Ltd.,//www.medicineindia.org/medicine-manufacturing-company/202/micro-labs-ltd,0.00
HH DERM,//www.medicineindia.org/medicine-brand-details/22122/hh-derm,H & H Pharma,//www.medicineindia.org/medicine-manufacturing-company/942/h-h-pharma,0.00
HH ZOLE,//www.medicineindia.org/medicine-brand-details/22123/hh-zole,H & H Pharma,//www.medicineindia.org/medicine-manufacturing-company/942/h-h-pharma,0.00
HALOTOP,//www.medicineindia.org/medicine-brand-details/21576/halotop,Icpa Health Products,//www.medicineindia.org/medicine-manufacturing-company/973/icpa-health-products,42.00
HHSONE,//www.medicineindia.org/medicine-brand-details/21625/hhsone,H & H Pharma,//www.medicineindia.org/medicine-manufacturing-company/942/h-h-pharma,74.95
HALOBET-S,//www.medicineindia.org/medicine-brand-details/21614/halobet-s,Ajantha Pharmaceuticals,//www.medicineindia.org/medicine-manufacturing-company/339/ajantha-pharmaceuticals,85.00
HH FUDIC,//www.medicineindia.org/medicine-brand-details/21622/hh-fudic,H & H Pharma,//www.medicineindia.org/medicine-manufacturing-company/942/h-h-pharma,94.95
HALOBET,//www.medicineindia.org/medicine-brand-details/21572/halobet,Ajantha Pharmaceuticals,//www.medicineindia.org/medicine-manufacturing-company/339/ajantha-pharmaceuticals,96.00
HALOVATE-F,//www.medicineindia.org/medicine-brand-details/21618/halovate-f,Glenmark Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/166/glenmark-pharmaceuticals-ltd,104.00
HIRUDOID,//www.medicineindia.org/medicine-brand-details/16705/hirudoid,CFL Pharmaceuticals Limited,//www.medicineindia.org/medicine-manufacturing-company/157/cfl-pharmaceuticals-limited,43.46
HALOTOP,//www.medicineindia.org/medicine-brand-details/21576/halotop,Icpa Health Products,//www.medicineindia.org/medicine-manufacturing-company/973/icpa-health-products,0.00
HQ LITE,//www.medicineindia.org/medicine-brand-details/21661/hq-lite,Palsons Drugs & Chem Indust,//www.medicineindia.org/medicine-manufacturing-company/830/palsons-drugs-chem-indust,0.00
HAPPY NAP CREAM,//www.medicineindia.org/medicine-brand-details/21582/happy-nap-cream,Apex Laboratories Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/206/apex-laboratories-pvt-ltd,56.00
HALONOVA,//www.medicineindia.org/medicine-brand-details/21575/halonova,Torrent Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/112/torrent-pharmaceuticals-ltd,81.00
HALOBET,//www.medicineindia.org/medicine-brand-details/21572/halobet,Ajantha Pharmaceuticals,//www.medicineindia.org/medicine-manufacturing-company/339/ajantha-pharmaceuticals,96.00
HALOX CREAM,//www.medicineindia.org/medicine-brand-details/21577/halox-cream,Ranbaxy Laboratories-Main,//www.medicineindia.org/medicine-manufacturing-company/851/ranbaxy-laboratories-main,105.00
HALOBET,//www.medicineindia.org/medicine-brand-details/21572/halobet,Ajantha Pharmaceuticals,//www.medicineindia.org/medicine-manufacturing-company/339/ajantha-pharmaceuticals,0.00
HALOTOP,//www.medicineindia.org/medicine-brand-details/21576/halotop,Icpa Health Products,//www.medicineindia.org/medicine-manufacturing-company/973/icpa-health-products,0.00
HALOX CREAM,//www.medicineindia.org/medicine-brand-details/21577/halox-cream,Ranbaxy Laboratories-Main,//www.medicineindia.org/medicine-manufacturing-company/851/ranbaxy-laboratories-main,0.00
HH MITE,//www.medicineindia.org/medicine-brand-details/21623/hh-mite,H & H Pharma,//www.medicineindia.org/medicine-manufacturing-company/942/h-h-pharma,0.00
HQ-3,//www.medicineindia.org/medicine-brand-details/21662/hq-3,Palsons Drugs & Chem Indust,//www.medicineindia.org/medicine-manufacturing-company/830/palsons-drugs-chem-indust,0.00
HYDE.,//www.medicineindia.org/medicine-brand-details/21673/hyde,Shalaks Pharmaceuticals Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/65/shalaks-pharmaceuticals-pvt-ltd,42.70
HIRUDOID,//www.medicineindia.org/medicine-brand-details/16705/hirudoid,CFL Pharmaceuticals Limited,//www.medicineindia.org/medicine-manufacturing-company/157/cfl-pharmaceuticals-limited,0.00
HIDRATE,//www.medicineindia.org/medicine-brand-details/21631/hidrate,Unichem Laboratories Ltd.,//www.medicineindia.org/medicine-manufacturing-company/19/unichem-laboratories-ltd,0.00
HYCLEAN,//www.medicineindia.org/medicine-brand-details/21787/hyclean,Ranbaxy Laboratories-Dermalend,//www.medicineindia.org/medicine-manufacturing-company/821/ranbaxy-laboratories-dermalend,78.91
HUMIDUS,//www.medicineindia.org/medicine-brand-details/21723/humidus,Curatio Pharmaceuticals,//www.medicineindia.org/medicine-manufacturing-company/880/curatio-pharmaceuticals,108.00
HIRUDOID,//www.medicineindia.org/medicine-brand-details/16705/hirudoid,CFL Pharmaceuticals Limited,//www.medicineindia.org/medicine-manufacturing-company/157/cfl-pharmaceuticals-limited,0.00
HALOBET-MZ,//www.medicineindia.org/medicine-brand-details/21613/halobet-mz,Ajantha Pharmaceuticals,//www.medicineindia.org/medicine-manufacturing-company/339/ajantha-pharmaceuticals,45.00
HALOVATE,//www.medicineindia.org/medicine-brand-details/18836/halovate,Glenmark Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/166/glenmark-pharmaceuticals-ltd,97.00
HALOVATE,//www.medicineindia.org/medicine-brand-details/18836/halovate,Glenmark Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/166/glenmark-pharmaceuticals-ltd,125.00
HIFEN,//www.medicineindia.org/medicine-brand-details/16294/hifen,Lyka Hetro Labs. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/84/lyka-hetro-labs-ltd,45.00
HYDROZOLE,//www.medicineindia.org/medicine-brand-details/22119/hydrozole,GSK Pharmaceuticals,//www.medicineindia.org/medicine-manufacturing-company/874/gsk-pharmaceuticals,74.00
HYDROCORT,//www.medicineindia.org/medicine-brand-details/16518/hydrocort,PFISCAR INDIA,//www.medicineindia.org/medicine-manufacturing-company/81/pfiscar-india,37.00
HERPEX,//www.medicineindia.org/medicine-brand-details/7005/herpex,Torrent Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/112/torrent-pharmaceuticals-ltd,78.80
HIFEN (Hetero Healthcare Limited),//www.medicineindia.org/medicine-brand-details/21632/hifen-hetero-healthcare-limited,Hetero Healthcare Limited,//www.medicineindia.org/medicine-manufacturing-company/990/hetero-healthcare-limited,47.00
HALOCEF,//www.medicineindia.org/medicine-brand-details/4011/halocef,Otsira Genetica (A Div. of Aristo Pharma Ltd.),//www.medicineindia.org/medicine-manufacturing-company/474/otsira-genetica-a-div-of-aristo-pharma-ltd,59.97
HIFEN (Hetero Healthcare Limited),//www.medicineindia.org/medicine-brand-details/21632/hifen-hetero-healthcare-limited,Hetero Healthcare Limited,//www.medicineindia.org/medicine-manufacturing-company/990/hetero-healthcare-limited,29.00
