medicine,description_url,company,company_url,price
JUTIN Z,//www.medicineindia.org/medicine-brand-details/22329/jutin-z,D.R. John Lab,//www.medicineindia.org/medicine-manufacturing-company/899/dr-john-lab,40.70
JSTAT,//www.medicineindia.org/medicine-brand-details/9047/jstat,Indo French Laboratries Ltd.,//www.medicineindia.org/medicine-manufacturing-company/684/indo-french-laboratries-ltd,92.00
JP TONE GEMS,//www.medicineindia.org/medicine-brand-details/21821/jp-tone-gems,Jagsonpal Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/151/jagsonpal-pharmaceuticals-ltd,100.00
JUNIDOM RDS,//www.medicineindia.org/medicine-brand-details/2498/junidom-rds,ELDER H.CARE,//www.medicineindia.org/medicine-manufacturing-company/138/elder-hcare,35.00
JONAC,//www.medicineindia.org/medicine-brand-details/1515/jonac,German Remedies Limited,//www.medicineindia.org/medicine-manufacturing-company/307/german-remedies-limited,38.00
JONAC,//www.medicineindia.org/medicine-brand-details/1515/jonac,German Remedies Limited,//www.medicineindia.org/medicine-manufacturing-company/307/german-remedies-limited,23.86
JUNIZ-RDS,//www.medicineindia.org/medicine-brand-details/483/juniz-rds,ELDER H.CARE,//www.medicineindia.org/medicine-manufacturing-company/138/elder-hcare,45.00
JUNIMOL-RDS,//www.medicineindia.org/medicine-brand-details/798/junimol-rds,ELDER H.CARE,//www.medicineindia.org/medicine-manufacturing-company/138/elder-hcare,40.00
JUNIDOM RDS,//www.medicineindia.org/medicine-brand-details/2498/junidom-rds,ELDER H.CARE,//www.medicineindia.org/medicine-manufacturing-company/138/elder-hcare,40.00
JUNIFREE-RDS,//www.medicineindia.org/medicine-brand-details/13549/junifree-rds,ELDER H.CARE,//www.medicineindia.org/medicine-manufacturing-company/138/elder-hcare,45.00
JUNIZ-RDS,//www.medicineindia.org/medicine-brand-details/483/juniz-rds,ELDER H.CARE,//www.medicineindia.org/medicine-manufacturing-company/138/elder-hcare,55.00
JCID,//www.medicineindia.org/medicine-brand-details/13219/jcid,Jupitor Pharma,//www.medicineindia.org/medicine-manufacturing-company/719/jupitor-pharma,28.00
JOYCLAV,//www.medicineindia.org/medicine-brand-details/3385/joyclav,Wisdom Pharma Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/423/wisdom-pharma-pvt-ltd,44.75
JOX,//www.medicineindia.org/medicine-brand-details/21816/jox,D.R. John Lab,//www.medicineindia.org/medicine-manufacturing-company/899/dr-john-lab,78.60
JOX,//www.medicineindia.org/medicine-brand-details/21816/jox,D.R. John Lab,//www.medicineindia.org/medicine-manufacturing-company/899/dr-john-lab,39.50
JECTOCOS SYRUP,//www.medicineindia.org/medicine-brand-details/17838/jectocos-syrup,CFL Pharmaceuticals Limited,//www.medicineindia.org/medicine-manufacturing-company/157/cfl-pharmaceuticals-limited,56.00
JUTIN Z,//www.medicineindia.org/medicine-brand-details/22329/jutin-z,D.R. John Lab,//www.medicineindia.org/medicine-manufacturing-company/899/dr-john-lab,61.90
J.P. TONE,//www.medicineindia.org/medicine-brand-details/17981/jp-tone,Jagsonpal Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/151/jagsonpal-pharmaceuticals-ltd,65.00
JUNIMOL SYRUP,//www.medicineindia.org/medicine-brand-details/21824/junimol-syrup,Elder Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/88/elder-pharmaceuticals-ltd,19.00
JCITRON,//www.medicineindia.org/medicine-brand-details/14422/jcitron,Jupitor Pharma,//www.medicineindia.org/medicine-manufacturing-company/719/jupitor-pharma,27.00
JAGCIN,//www.medicineindia.org/medicine-brand-details/797/jagcin,Jagsonpal Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/151/jagsonpal-pharmaceuticals-ltd,11.70
JAGQUIN,//www.medicineindia.org/medicine-brand-details/6445/jagquin,Jagsonpal Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/151/jagsonpal-pharmaceuticals-ltd,60.00
JAGQUIN,//www.medicineindia.org/medicine-brand-details/6445/jagquin,Jagsonpal Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/151/jagsonpal-pharmaceuticals-ltd,11.70
JOINTACE,//www.medicineindia.org/medicine-brand-details/21810/jointace,MEYER ORGANICS,//www.medicineindia.org/medicine-manufacturing-company/200/meyer-organics,166.95
JOINCERIN-M,//www.medicineindia.org/medicine-brand-details/21809/joincerin-m,Torrent Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/112/torrent-pharmaceuticals-ltd,0.00
JUPIROS-F,//www.medicineindia.org/medicine-brand-details/21827/jupiros-f,Alkem Laboratries Ltd.,//www.medicineindia.org/medicine-manufacturing-company/117/alkem-laboratries-ltd,0.00
JAGRIL-SPAS,//www.medicineindia.org/medicine-brand-details/2947/jagril-spas,Jagsonpal Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/151/jagsonpal-pharmaceuticals-ltd,12.00
JONAC PLUS,//www.medicineindia.org/medicine-brand-details/1959/jonac-plus,German Remedies Limited,//www.medicineindia.org/medicine-manufacturing-company/307/german-remedies-limited,13.73
JORIC -P,//www.medicineindia.org/medicine-brand-details/11640/joric-p,BIOCARE REMEDIES,//www.medicineindia.org/medicine-manufacturing-company/321/biocare-remedies,38.00
JOCARE,//www.medicineindia.org/medicine-brand-details/21807/jocare,D.R. John Lab,//www.medicineindia.org/medicine-manufacturing-company/899/dr-john-lab,45.50
JOZIDE-M,//www.medicineindia.org/medicine-brand-details/21820/jozide-m,D.R. John Lab,//www.medicineindia.org/medicine-manufacturing-company/899/dr-john-lab,46.75
JJOYCIN-OZ,//www.medicineindia.org/medicine-brand-details/14171/jjoycin-oz,Wisdom Pharma Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/423/wisdom-pharma-pvt-ltd,54.50
JYOCIN OZ,//www.medicineindia.org/medicine-brand-details/14172/jyocin-oz,WINTECH PHARMA,//www.medicineindia.org/medicine-manufacturing-company/270/wintech-pharma,55.00
JOX-O,//www.medicineindia.org/medicine-brand-details/21817/jox-o,D.R. John Lab,//www.medicineindia.org/medicine-manufacturing-company/899/dr-john-lab,65.00
JOX-TZ,//www.medicineindia.org/medicine-brand-details/21818/jox-tz,D.R. John Lab,//www.medicineindia.org/medicine-manufacturing-company/899/dr-john-lab,91.90
JOINTACE-DN,//www.medicineindia.org/medicine-brand-details/21813/jointace-dn,MEYER ORGANICS,//www.medicineindia.org/medicine-manufacturing-company/200/meyer-organics,155.00
JALRA-M,//www.medicineindia.org/medicine-brand-details/21802/jalra-m,USV-Conquer,//www.medicineindia.org/medicine-manufacturing-company/1004/usv-conquer,198.00
JALRA-M,//www.medicineindia.org/medicine-brand-details/21802/jalra-m,USV-Conquer,//www.medicineindia.org/medicine-manufacturing-company/1004/usv-conquer,198.00
JAGRIL-SPAS,//www.medicineindia.org/medicine-brand-details/2947/jagril-spas,Jagsonpal Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/151/jagsonpal-pharmaceuticals-ltd,45.00
JANUMET,//www.medicineindia.org/medicine-brand-details/21889/janumet,MSD,//www.medicineindia.org/medicine-manufacturing-company/783/msd,0.00
JANUMET,//www.medicineindia.org/medicine-brand-details/21889/janumet,MSD,//www.medicineindia.org/medicine-manufacturing-company/783/msd,0.00
JOINTACE BS,//www.medicineindia.org/medicine-brand-details/21812/jointace-bs,MEYER ORGANICS,//www.medicineindia.org/medicine-manufacturing-company/200/meyer-organics,0.00
JOINTACE,//www.medicineindia.org/medicine-brand-details/21810/jointace,MEYER ORGANICS,//www.medicineindia.org/medicine-manufacturing-company/200/meyer-organics,84.84
JANYA,//www.medicineindia.org/medicine-brand-details/21803/janya,Cipla Limited,//www.medicineindia.org/medicine-manufacturing-company/71/cipla-limited,290.00
JOYCLAV,//www.medicineindia.org/medicine-brand-details/3385/joyclav,Wisdom Pharma Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/423/wisdom-pharma-pvt-ltd,94.50
JOYCLAV,//www.medicineindia.org/medicine-brand-details/3385/joyclav,Wisdom Pharma Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/423/wisdom-pharma-pvt-ltd,106.50
JOINTACE FORTE,//www.medicineindia.org/medicine-brand-details/21811/jointace-forte,MEYER ORGANICS,//www.medicineindia.org/medicine-manufacturing-company/200/meyer-organics,111.90
JOYCLAV,//www.medicineindia.org/medicine-brand-details/3385/joyclav,Wisdom Pharma Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/423/wisdom-pharma-pvt-ltd,148.50
JUST SLEEP,//www.medicineindia.org/medicine-brand-details/21829/just-sleep,Emcure Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/147/emcure-pharmaceuticals-ltd,0.00
JOCAL TAB,//www.medicineindia.org/medicine-brand-details/22087/jocal-tab,D.R. John Lab,//www.medicineindia.org/medicine-manufacturing-company/899/dr-john-lab,68.85
JUPIROS,//www.medicineindia.org/medicine-brand-details/21826/jupiros,Alkem Laboratries Ltd.,//www.medicineindia.org/medicine-manufacturing-company/117/alkem-laboratries-ltd,0.00
JULAX,//www.medicineindia.org/medicine-brand-details/13548/julax,Rallis India Ltd.,//www.medicineindia.org/medicine-manufacturing-company/47/rallis-india-ltd,12.00
JOYZOL,//www.medicineindia.org/medicine-brand-details/9894/joyzol,Merind Limited,//www.medicineindia.org/medicine-manufacturing-company/72/merind-limited,52.00
JOPRAM,//www.medicineindia.org/medicine-brand-details/21814/jopram,D.R. John Lab,//www.medicineindia.org/medicine-manufacturing-company/899/dr-john-lab,56.65
JOLIVEL,//www.medicineindia.org/medicine-brand-details/9688/jolivel,Torrent Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/112/torrent-pharmaceuticals-ltd,60.50
JUAN,//www.medicineindia.org/medicine-brand-details/14519/juan,Cadila Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/27/cadila-pharmaceuticals-ltd,30.00
JANUVIA,//www.medicineindia.org/medicine-brand-details/19558/januvia,MSD,//www.medicineindia.org/medicine-manufacturing-company/783/msd,0.00
JORIFEX,//www.medicineindia.org/medicine-brand-details/11299/jorifex,BIOCARE REMEDIES,//www.medicineindia.org/medicine-manufacturing-company/321/biocare-remedies,48.00
JUNIOR LANZOL,//www.medicineindia.org/medicine-brand-details/21825/junior-lanzol,Cipla Limited,//www.medicineindia.org/medicine-manufacturing-company/71/cipla-limited,44.00
JUNIMOL-RDS,//www.medicineindia.org/medicine-brand-details/798/junimol-rds,ELDER H.CARE,//www.medicineindia.org/medicine-manufacturing-company/138/elder-hcare,30.00
JOYZOL,//www.medicineindia.org/medicine-brand-details/9894/joyzol,Merind Limited,//www.medicineindia.org/medicine-manufacturing-company/72/merind-limited,15.00
JOLIVEL,//www.medicineindia.org/medicine-brand-details/9688/jolivel,Torrent Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/112/torrent-pharmaceuticals-ltd,103.00
JFLO,//www.medicineindia.org/medicine-brand-details/4964/jflo,OM BIOTEC,//www.medicineindia.org/medicine-manufacturing-company/188/om-biotec,45.00
JOX,//www.medicineindia.org/medicine-brand-details/21816/jox,D.R. John Lab,//www.medicineindia.org/medicine-manufacturing-company/899/dr-john-lab,51.95
JIFON,//www.medicineindia.org/medicine-brand-details/21805/jifon,D.R. John Lab,//www.medicineindia.org/medicine-manufacturing-company/899/dr-john-lab,167.50
JUGAM,//www.medicineindia.org/medicine-brand-details/5256/jugam,NATCO,//www.medicineindia.org/medicine-manufacturing-company/133/natco,250.00
JUAN,//www.medicineindia.org/medicine-brand-details/14519/juan,Cadila Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/27/cadila-pharmaceuticals-ltd,14.00
JANUVIA,//www.medicineindia.org/medicine-brand-details/19558/januvia,MSD,//www.medicineindia.org/medicine-manufacturing-company/783/msd,0.00
JAGQUIN,//www.medicineindia.org/medicine-brand-details/6445/jagquin,Jagsonpal Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/151/jagsonpal-pharmaceuticals-ltd,5.30
JOSPAR,//www.medicineindia.org/medicine-brand-details/21815/jospar,D.R. John Lab,//www.medicineindia.org/medicine-manufacturing-company/899/dr-john-lab,54.35
JOXCY,//www.medicineindia.org/medicine-brand-details/21819/joxcy,D.R. John Lab,//www.medicineindia.org/medicine-manufacturing-company/899/dr-john-lab,250.00
JAGQUIN,//www.medicineindia.org/medicine-brand-details/6445/jagquin,Jagsonpal Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/151/jagsonpal-pharmaceuticals-ltd,53.00
JUST SLEEP,//www.medicineindia.org/medicine-brand-details/21829/just-sleep,Emcure Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/147/emcure-pharmaceuticals-ltd,0.00
JUNIOR LANZOL,//www.medicineindia.org/medicine-brand-details/21825/junior-lanzol,Cipla Limited,//www.medicineindia.org/medicine-manufacturing-company/71/cipla-limited,75.00
JOX,//www.medicineindia.org/medicine-brand-details/21816/jox,D.R. John Lab,//www.medicineindia.org/medicine-manufacturing-company/899/dr-john-lab,99.25
JUPIROS,//www.medicineindia.org/medicine-brand-details/21826/jupiros,Alkem Laboratries Ltd.,//www.medicineindia.org/medicine-manufacturing-company/117/alkem-laboratries-ltd,0.00
JULAX,//www.medicineindia.org/medicine-brand-details/13548/julax,Rallis India Ltd.,//www.medicineindia.org/medicine-manufacturing-company/47/rallis-india-ltd,6.00
JOYZOL,//www.medicineindia.org/medicine-brand-details/9894/joyzol,Merind Limited,//www.medicineindia.org/medicine-manufacturing-company/72/merind-limited,25.00
JUMAX,//www.medicineindia.org/medicine-brand-details/9539/jumax,Torrent Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/112/torrent-pharmaceuticals-ltd,36.90
JOLIVEL,//www.medicineindia.org/medicine-brand-details/9688/jolivel,Torrent Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/112/torrent-pharmaceuticals-ltd,37.15
JUNIFREE-RDS,//www.medicineindia.org/medicine-brand-details/13549/junifree-rds,ELDER H.CARE,//www.medicineindia.org/medicine-manufacturing-company/138/elder-hcare,45.00
JUMEX,//www.medicineindia.org/medicine-brand-details/9540/jumex,Sanofi Synthelabo (India) Ltd.,//www.medicineindia.org/medicine-manufacturing-company/114/sanofi-synthelabo-india-ltd,49.10
JONAC,//www.medicineindia.org/medicine-brand-details/1515/jonac,German Remedies Limited,//www.medicineindia.org/medicine-manufacturing-company/307/german-remedies-limited,9.54
JUAN,//www.medicineindia.org/medicine-brand-details/14519/juan,Cadila Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/27/cadila-pharmaceuticals-ltd,78.00
JANUVIA,//www.medicineindia.org/medicine-brand-details/19558/januvia,MSD,//www.medicineindia.org/medicine-manufacturing-company/783/msd,0.00
JAGCIN,//www.medicineindia.org/medicine-brand-details/797/jagcin,Jagsonpal Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/151/jagsonpal-pharmaceuticals-ltd,5.50
JOCIN,//www.medicineindia.org/medicine-brand-details/21808/jocin,Articon Labs,//www.medicineindia.org/medicine-manufacturing-company/889/articon-labs,218.00
JOXCY,//www.medicineindia.org/medicine-brand-details/21819/joxcy,D.R. John Lab,//www.medicineindia.org/medicine-manufacturing-company/899/dr-john-lab,450.00
JAGCIN,//www.medicineindia.org/medicine-brand-details/797/jagcin,Jagsonpal Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/151/jagsonpal-pharmaceuticals-ltd,26.00
JALRA,//www.medicineindia.org/medicine-brand-details/21801/jalra,USV-Conquer,//www.medicineindia.org/medicine-manufacturing-company/1004/usv-conquer,270.00
JOYCIN - 500,//www.medicineindia.org/medicine-brand-details/5113/joycin-500,Wisdom Pharma Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/423/wisdom-pharma-pvt-ltd,24.75
JOYZOL,//www.medicineindia.org/medicine-brand-details/9894/joyzol,Merind Limited,//www.medicineindia.org/medicine-manufacturing-company/72/merind-limited,40.00
JUNIMOL-RDS,//www.medicineindia.org/medicine-brand-details/798/junimol-rds,ELDER H.CARE,//www.medicineindia.org/medicine-manufacturing-company/138/elder-hcare,20.00
JAGLOX,//www.medicineindia.org/medicine-brand-details/13557/jaglox,Jagsonpal Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/151/jagsonpal-pharmaceuticals-ltd,12.00
JOYCLAV,//www.medicineindia.org/medicine-brand-details/3385/joyclav,Wisdom Pharma Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/423/wisdom-pharma-pvt-ltd,67.50
JONAC,//www.medicineindia.org/medicine-brand-details/1515/jonac,German Remedies Limited,//www.medicineindia.org/medicine-manufacturing-company/307/german-remedies-limited,9.50
JETMOX,//www.medicineindia.org/medicine-brand-details/3252/jetmox,Elder Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/88/elder-pharmaceuticals-ltd,17.41
JIDOX,//www.medicineindia.org/medicine-brand-details/21804/jidox,D.R. John Lab,//www.medicineindia.org/medicine-manufacturing-company/899/dr-john-lab,167.50
JETMOX,//www.medicineindia.org/medicine-brand-details/3252/jetmox,Elder Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/88/elder-pharmaceuticals-ltd,32.71
JETMOX,//www.medicineindia.org/medicine-brand-details/3252/jetmox,Elder Pharmaceuticals Ltd.,//www.medicineindia.org/medicine-manufacturing-company/88/elder-pharmaceuticals-ltd,63.71
JOLYON-MD,//www.medicineindia.org/medicine-brand-details/9893/jolyon-md,Lupin Laboratories Ltd.,//www.medicineindia.org/medicine-manufacturing-company/95/lupin-laboratories-ltd,47.50
JOLYON-MD,//www.medicineindia.org/medicine-brand-details/9893/jolyon-md,Lupin Laboratories Ltd.,//www.medicineindia.org/medicine-manufacturing-company/95/lupin-laboratories-ltd,60.00
JOLYON-MD,//www.medicineindia.org/medicine-brand-details/9893/jolyon-md,Lupin Laboratories Ltd.,//www.medicineindia.org/medicine-manufacturing-company/95/lupin-laboratories-ltd,31.27
JOYCLAV,//www.medicineindia.org/medicine-brand-details/3385/joyclav,Wisdom Pharma Pvt. Ltd.,//www.medicineindia.org/medicine-manufacturing-company/423/wisdom-pharma-pvt-ltd,90.75
